"Tile.Size","Prev.Size","Prev.Length","Top.Row","Browse.Time"
0.1,0.3,90,"TC",19.1340959703909
0.3,0.3,90,"TC",18.4639965310784
0.1,0.5,90,"TC",20.3005133066534
0.3,0.5,90,"TC",18.5648750631793
0.1,0.3,30,"TC",18.2165884834944
0.3,0.3,30,"TC",18.5702196119934
0.1,0.5,30,"TC",26.1212589231486
0.3,0.5,30,"TC",14.1760417616186
0.1,0.3,90,"TC",22.3037531195548
0.3,0.3,90,"TC",18.7775656521779
0.1,0.5,90,"TC",16.4998375845931
0.3,0.5,90,"TC",18.9881308848368
0.1,0.3,30,"TC",18.44285927592
0.3,0.3,30,"TC",24.207714453431
0.1,0.5,30,"TC",24.6263189344182
0.3,0.5,30,"TC",19.0109211324475
0.1,0.3,90,"TC",19.0012289106943
0.3,0.3,90,"TC",21.9195256193365
0.1,0.5,90,"TC",19.4740571419244
0.3,0.5,90,"TC",13.5269395677334
0.1,0.3,30,"TC",21.6498305865843
0.3,0.3,30,"TC",20.7078914888879
0.1,0.5,30,"TC",20.7746415031922
0.3,0.5,30,"TC",15.872280951077
0.1,0.3,90,"TC",22.0028487058788
0.3,0.3,90,"TC",24.3687051842555
0.1,0.5,90,"TC",18.2290902913933
0.3,0.5,90,"TC",13.4145484389652
0.1,0.3,30,"TC",23.0174993378901
0.3,0.3,30,"TC",19.8335335537017
0.1,0.5,30,"TC",19.6442182739514
0.3,0.5,30,"TC",11.804421699736
0.1,0.3,90,"TC",23.4594619575796
0.3,0.3,90,"TC",24.4251465310343
0.1,0.5,90,"TC",16.7110802584542
0.3,0.5,90,"TC",15.3459442711865
0.1,0.3,30,"TC",18.4114101929105
0.3,0.3,30,"TC",21.2202873109955
0.1,0.5,30,"TC",19.6229957346899
0.3,0.5,30,"TC",22.3717679655763
0.1,0.3,90,"TC",16.6256754095976
0.3,0.3,90,"TC",24.10231806962
0.1,0.5,90,"TC",16.7485280778987
0.3,0.5,90,"TC",17.8927874862757
0.1,0.3,30,"TC",27.2818455438448
0.3,0.3,30,"TC",19.1540160596192
0.1,0.5,30,"TC",19.4784761325699
0.3,0.5,30,"TC",21.2588636268207
0.1,0.3,90,"TC",19.260838910738
0.3,0.3,90,"TC",19.7484626919201
0.1,0.5,90,"TC",22.0994045578413
0.3,0.5,90,"TC",15.9653166868754
0.1,0.3,30,"TC",18.9654655402868
0.3,0.3,30,"TC",24.7306922773971
0.1,0.5,30,"TC",14.681797731929
0.3,0.5,30,"TC",18.3791791829361
0.1,0.3,90,"TC",20.0162174132373
0.3,0.3,90,"TC",16.8340283419439
0.1,0.5,90,"TC",15.4306518059819
0.3,0.5,90,"TC",19.050136808255
0.1,0.3,30,"TC",18.1256454112214
0.3,0.3,30,"TC",20.0665646151826
0.1,0.5,30,"TC",14.903528220765
0.3,0.5,30,"TC",20.5467209741371
0.1,0.3,90,"TC",23.4381147952033
0.3,0.3,90,"TC",19.6492787831369
0.1,0.5,90,"TC",17.7934819087082
0.3,0.5,90,"TC",19.9861345285514
0.1,0.3,30,"TC",19.3215430048991
0.3,0.3,30,"TC",18.9682671072596
0.1,0.5,30,"TC",21.216013279472
0.3,0.5,30,"TC",19.2948233621113
0.1,0.3,90,"TC",18.6009167082731
0.3,0.3,90,"TC",19.4243241380792
0.1,0.5,90,"TC",19.742171730697
0.3,0.5,90,"TC",16.8735458423811
0.1,0.3,30,"TC",15.6994703347546
0.3,0.3,30,"TC",17.2192610847481
0.1,0.5,30,"TC",20.5610222939723
0.3,0.5,30,"TC",17.821270649841
0.1,0.3,90,"TC",18.7861877829748
0.3,0.3,90,"TC",22.4631350620376
0.1,0.5,90,"TC",18.9799297429538
0.3,0.5,90,"TC",16.5259614940394
0.1,0.3,30,"TC",14.0269040153691
0.3,0.3,30,"TC",20.7463334088843
0.1,0.5,30,"TC",15.893907138658
0.3,0.5,30,"TC",21.8087616945699
0.1,0.3,90,"TC",18.3233485917874
0.3,0.3,90,"TC",23.5257494507253
0.1,0.5,90,"TC",18.6997373680387
0.3,0.5,90,"TC",12.0961941005382
0.1,0.3,30,"TC",18.6521654705024
0.3,0.3,30,"TC",19.8476633162912
0.1,0.5,30,"TC",23.3214092224318
0.3,0.5,30,"TC",19.4593528618193
0.1,0.3,90,"TC",21.81273241102
0.3,0.3,90,"TC",14.9770746799866
0.1,0.5,90,"TC",12.6995771492287
0.3,0.5,90,"TC",22.7827284429577
0.1,0.3,30,"TC",19.5331006610727
0.3,0.3,30,"TC",23.2014415817874
0.1,0.5,30,"TC",21.9843355573782
0.3,0.5,30,"TC",19.9281415398906
0.1,0.3,90,"TC",15.4810962341798
0.3,0.3,90,"TC",17.1965046840598
0.1,0.5,90,"TC",18.3424217812017
0.3,0.5,90,"TC",13.7400708203688
0.1,0.3,30,"TC",19.1813047824212
0.3,0.3,30,"TC",14.7602083275901
0.1,0.5,30,"TC",17.4119151540659
0.3,0.5,30,"TC",19.8937427386974
0.1,0.3,90,"TC",18.9447328876656
0.3,0.3,90,"TC",20.3282173516916
0.1,0.5,90,"TC",15.2602063251033
0.3,0.5,90,"TC",19.4554944357994
0.1,0.3,30,"TC",23.9947190049403
0.3,0.3,30,"TC",11.4372660674777
0.1,0.5,30,"TC",14.745339349476
0.3,0.5,30,"TC",22.6135656393235
0.1,0.3,90,"TC",23.2664243764003
0.3,0.3,90,"TC",21.8684189900869
0.1,0.5,90,"TC",16.4558157828903
0.3,0.5,90,"TC",18.4354795482424
0.1,0.3,30,"TC",21.264269266635
0.3,0.3,30,"TC",23.452234943415
0.1,0.5,30,"TC",21.3642075946015
0.3,0.5,30,"TC",22.4658249530321
0.1,0.3,90,"TC",21.7685038984232
0.3,0.3,90,"TC",21.1618528308307
0.1,0.5,90,"TC",17.2696985586375
0.3,0.5,90,"TC",19.0786940719642
0.1,0.3,30,"TC",22.1642523342034
0.3,0.3,30,"TC",20.0036679699159
0.1,0.5,30,"TC",17.0314542857727
0.3,0.5,30,"TC",24.2718414697572
0.1,0.3,90,"TC",19.8277669726982
0.3,0.3,90,"TC",19.2480010678434
0.1,0.5,90,"TC",17.9956601556329
0.3,0.5,90,"TC",16.9521879101073
0.1,0.3,30,"TC",17.1776501583829
0.3,0.3,30,"TC",20.6004366802312
0.1,0.5,30,"TC",21.3312968970196
0.3,0.5,30,"TC",18.6996619997002
0.1,0.3,90,"TC",18.3056102783178
0.3,0.3,90,"TC",25.6928885779024
0.1,0.5,90,"TC",17.6444112212639
0.3,0.5,90,"TC",18.826395632651
0.1,0.3,30,"TC",17.2285535960933
0.3,0.3,30,"TC",19.7841023479846
0.1,0.5,30,"TC",26.7189258138355
0.3,0.5,30,"TC",18.9691334425542
0.1,0.3,90,"TC",26.7531826866241
0.3,0.3,90,"TC",17.9792720263556
0.1,0.5,90,"TC",16.2249673672001
0.3,0.5,90,"TC",14.5847310419203
0.1,0.3,30,"TC",22.3866314606584
0.3,0.3,30,"TC",17.388227003911
0.1,0.5,30,"TC",17.9638791212181
0.3,0.5,30,"TC",17.7744620748023
0.1,0.3,90,"TC",20.8051025144551
0.3,0.3,90,"TC",15.0307204454271
0.1,0.5,90,"TC",16.5554117289928
0.3,0.5,90,"TC",16.7301893911528
0.1,0.3,30,"TC",19.7726008437487
0.3,0.3,30,"TC",18.1286096987861
0.1,0.5,30,"TC",20.8863051968892
0.3,0.5,30,"TC",20.197537982506
0.1,0.3,90,"TC",23.4480482204129
0.3,0.3,90,"TC",18.2731938490804
0.1,0.5,90,"TC",13.949507548011
0.3,0.5,90,"TC",19.0166910351465
0.1,0.3,30,"TC",22.713615747487
0.3,0.3,30,"TC",22.5087080099097
0.1,0.5,30,"TC",21.7037236926702
0.3,0.5,30,"TC",19.1920333652439
0.1,0.3,90,"TC",17.5594651294105
0.3,0.3,90,"TC",14.5390994643701
0.1,0.5,90,"TC",16.6086271639787
0.3,0.5,90,"TC",18.5114590860498
0.1,0.3,30,"TC",22.996853370385
0.3,0.3,30,"TC",25.6687179034289
0.1,0.5,30,"TC",15.5210626791686
0.3,0.5,30,"TC",17.5501522392928
0.1,0.3,90,"TC",23.580859949437
0.3,0.3,90,"TC",21.7345815158714
0.1,0.5,90,"TC",20.3051818815023
0.3,0.5,90,"TC",16.9771578189729
0.1,0.3,30,"TC",21.4818528962426
0.3,0.3,30,"TC",22.6104724113401
0.1,0.5,30,"TC",23.3792367018059
0.3,0.5,30,"TC",22.5219132904613
0.1,0.3,90,"TC",17.0101597881595
0.3,0.3,90,"TC",21.101003431199
0.1,0.5,90,"TC",17.7421643921324
0.3,0.5,90,"TC",18.0096351547358
0.1,0.3,30,"TC",23.3995580161859
0.3,0.3,30,"TC",22.2747703201697
0.1,0.5,30,"TC",19.8861982034178
0.3,0.5,30,"TC",16.5469923370534
0.1,0.3,90,"TC",10.9508212385233
0.3,0.3,90,"TC",23.6966281550504
0.1,0.5,90,"TC",15.38734517875
0.3,0.5,90,"TC",19.9461955664174
0.1,0.3,30,"TC",18.2195307421063
0.3,0.3,30,"TC",22.6042453068439
0.1,0.5,30,"TC",20.8368371678294
0.3,0.5,30,"TC",23.442994681003
0.1,0.3,90,"TC",21.151818174574
0.3,0.3,90,"TC",20.7254098497275
0.1,0.5,90,"TC",18.6752348660705
0.3,0.5,90,"TC",18.5481341832703
0.1,0.3,30,"TC",20.7395592089379
0.3,0.3,30,"TC",24.0634410923125
0.1,0.5,30,"TC",17.9348590007071
0.3,0.5,30,"TC",21.0866633394275
0.1,0.3,90,"TC",20.0047091907156
0.3,0.3,90,"TC",18.5442758500165
0.1,0.5,90,"TC",17.2050455415762
0.3,0.5,90,"TC",18.3254368791253
0.1,0.3,30,"TC",19.5510314303585
0.3,0.3,30,"TC",16.3064828344053
0.1,0.5,30,"TC",18.5806944573296
0.3,0.5,30,"TC",25.8364115021624
0.1,0.3,90,"TC",15.8391103964011
0.3,0.3,90,"TC",13.3735257832533
0.1,0.5,90,"TC",14.0446371945811
0.3,0.5,90,"TC",17.1130617750799
0.1,0.3,30,"TC",17.2769415790264
0.3,0.3,30,"TC",21.174965926842
0.1,0.5,30,"TC",19.1953927027428
0.3,0.5,30,"TC",14.7230660054822
0.1,0.3,90,"TC",18.9421618848754
0.3,0.3,90,"TC",18.3627124588177
0.1,0.5,90,"TC",14.8554496164907
0.3,0.5,90,"TC",16.5357335970879
0.1,0.3,30,"TC",25.9691163512556
0.3,0.3,30,"TC",16.8479719749483
0.1,0.5,30,"TC",20.816672412051
0.3,0.5,30,"TC",18.6629926564199
0.1,0.3,90,"TC",22.8236119054768
0.3,0.3,90,"TC",19.6340128352114
0.1,0.5,90,"TC",12.9405780638642
0.3,0.5,90,"TC",20.7848052011646
0.1,0.3,30,"TC",17.0520131764167
0.3,0.3,30,"TC",24.1558823252055
0.1,0.5,30,"TC",19.7038259257495
0.3,0.5,30,"TC",21.4094031163784
0.1,0.3,90,"TC",15.3005614536282
0.3,0.3,90,"TC",21.348839802016
0.1,0.5,90,"TC",14.9583087633138
0.3,0.5,90,"TC",14.1595585278744
0.1,0.3,30,"TC",18.4000854004812
0.3,0.3,30,"TC",19.0285345063889
0.1,0.5,30,"TC",20.9616274904564
0.3,0.5,30,"TC",18.7044390763924
0.1,0.3,90,"TC",19.6486816593804
0.3,0.3,90,"TC",20.8595822390959
0.1,0.5,90,"TC",17.681828340129
0.3,0.5,90,"TC",14.8038939512873
0.1,0.3,30,"TC",20.9420604357219
0.3,0.3,30,"TC",19.641947317711
0.1,0.5,30,"TC",19.7141521807059
0.3,0.5,30,"TC",15.5370865427038
0.1,0.3,90,"TC",19.9318028268463
0.3,0.3,90,"TC",17.2658144451193
0.1,0.5,90,"TC",15.9904576439262
0.3,0.5,90,"TC",17.2424911061423
0.1,0.3,30,"TC",19.7147627066047
0.3,0.3,30,"TC",27.3283636165829
0.1,0.5,30,"TC",23.9633909763433
0.3,0.5,30,"TC",19.1456466955913
0.1,0.3,90,"TC",20.9658582703048
0.3,0.3,90,"TC",18.6934155696379
0.1,0.5,90,"TC",17.1071007996749
0.3,0.5,90,"TC",16.9656126232371
0.1,0.3,30,"TC",20.6215114035869
0.3,0.3,30,"TC",20.8221954203156
0.1,0.5,30,"TC",24.7115790404732
0.3,0.5,30,"TC",22.978765682002
0.1,0.3,90,"TC",22.3990199785606
0.3,0.3,90,"TC",19.0541635198178
0.1,0.5,90,"TC",19.0520299004166
0.3,0.5,90,"TC",17.4881097180025
0.1,0.3,30,"TC",24.6654240511179
0.3,0.3,30,"TC",20.3150434088295
0.1,0.5,30,"TC",20.5611000172695
0.3,0.5,30,"TC",23.2592220447414
0.1,0.3,90,"TC",21.2226339171428
0.3,0.3,90,"TC",17.7039010139248
0.1,0.5,90,"TC",15.483673365666
0.3,0.5,90,"TC",15.6711377622771
0.1,0.3,30,"TC",20.2776634441678
0.3,0.3,30,"TC",15.9368134969921
0.1,0.5,30,"TC",22.4256769425568
0.3,0.5,30,"TC",22.0010732469937
0.1,0.3,90,"TC",24.0108452071747
0.3,0.3,90,"TC",22.062643622186
0.1,0.5,90,"TC",20.9296034062553
0.3,0.5,90,"TC",15.6359462600788
0.1,0.3,30,"TC",20.0478224528235
0.3,0.3,30,"TC",21.3257849633581
0.1,0.5,30,"TC",18.3669091710953
0.3,0.5,30,"TC",19.6415526505695
0.1,0.3,90,"TC",17.5640229370786
0.3,0.3,90,"TC",23.4589546945445
0.1,0.5,90,"TC",16.1218261959656
0.3,0.5,90,"TC",19.3980010957856
0.1,0.3,30,"TC",19.776702095721
0.3,0.3,30,"TC",20.7265389939105
0.1,0.5,30,"TC",24.4409657832996
0.3,0.5,30,"TC",23.2123644130882
0.1,0.3,90,"TC",20.4563464762533
0.3,0.3,90,"TC",26.2092306483899
0.1,0.5,90,"TC",16.0023294677958
0.3,0.5,90,"TC",12.9810446311286
0.1,0.3,30,"TC",20.3859689090142
0.3,0.3,30,"TC",18.7587951873589
0.1,0.5,30,"TC",19.5389497554734
0.3,0.5,30,"TC",22.4167345919011
0.1,0.3,90,"TC",22.5026712431774
0.3,0.3,90,"TC",14.7707539633578
0.1,0.5,90,"TC",17.249441693783
0.3,0.5,90,"TC",12.2382755211185
0.1,0.3,30,"TC",23.7060829820468
0.3,0.3,30,"TC",21.2466132832251
0.1,0.5,30,"TC",22.3768791551749
0.3,0.5,30,"TC",21.8144225046569
0.1,0.3,90,"TC",16.7795157909072
0.3,0.3,90,"TC",22.4645287034923
0.1,0.5,90,"TC",15.0184788591309
0.3,0.5,90,"TC",18.6566075197536
0.1,0.3,30,"TC",15.3065932775631
0.3,0.3,30,"TC",16.2662421669449
0.1,0.5,30,"TC",20.3238408537462
0.3,0.5,30,"TC",17.6231565955209
0.1,0.3,90,"TC",23.0474908017528
0.3,0.3,90,"TC",23.2034161251514
0.1,0.5,90,"TC",15.8651225109949
0.3,0.5,90,"TC",19.2849379584404
0.1,0.3,30,"TC",20.6702426868568
0.3,0.3,30,"TC",26.3621781285362
0.1,0.5,30,"TC",15.9401799034105
0.3,0.5,30,"TC",20.6420207097343
0.1,0.3,90,"TC",22.7405424519055
0.3,0.3,90,"TC",19.7751518998151
0.1,0.5,90,"TC",17.8855169994359
0.3,0.5,90,"TC",13.4593447147628
0.1,0.3,30,"TC",18.2920297424206
0.3,0.3,30,"TC",20.3822576804664
0.1,0.5,30,"TC",14.9241252293244
0.3,0.5,30,"TC",21.8550791336227
0.1,0.3,90,"TC",21.0536469974072
0.3,0.3,90,"TC",19.3965987206839
0.1,0.5,90,"TC",16.3488941673921
0.3,0.5,90,"TC",16.0447304820258
0.1,0.3,30,"TC",19.0408616854281
0.3,0.3,30,"TC",22.9870538563637
0.1,0.5,30,"TC",23.5091784790733
0.3,0.5,30,"TC",22.2914732079212
0.1,0.3,90,"TC",20.1713360303205
0.3,0.3,90,"TC",17.0891727649155
0.1,0.5,90,"TC",18.9852646232375
0.3,0.5,90,"TC",15.7273128442692
0.1,0.3,30,"TC",18.0341030766566
0.3,0.3,30,"TC",17.8300451469723
0.1,0.5,30,"TC",16.4756492642088
0.3,0.5,30,"TC",19.5579287261591
0.1,0.3,90,"TC",18.805729674954
0.3,0.3,90,"TC",21.4737468442762
0.1,0.5,90,"TC",18.459532608299
0.3,0.5,90,"TC",17.9436449858507
0.1,0.3,30,"TC",25.7984622522882
0.3,0.3,30,"TC",19.1328978177409
0.1,0.5,30,"TC",17.7814762090408
0.3,0.5,30,"TC",19.2938755410196
0.1,0.3,90,"TC",19.2341972234016
0.3,0.3,90,"TC",14.7854221765914
0.1,0.5,90,"TC",17.1459217172648
0.3,0.5,90,"TC",16.8253922557047
0.1,0.3,30,"TC",21.6917830901913
0.3,0.3,30,"TC",21.2633687486426
0.1,0.5,30,"TC",21.2593218426475
0.3,0.5,30,"TC",17.9786057627642
0.1,0.3,90,"TC",20.4860281386778
0.3,0.3,90,"TC",14.9317156395297
0.1,0.5,90,"TC",15.1881903566385
0.3,0.5,90,"TC",14.8778438014509
0.1,0.3,30,"TC",20.8130543152058
0.3,0.3,30,"TC",20.5945927250998
0.1,0.5,30,"TC",18.3509670080221
0.3,0.5,30,"TC",19.3039537703033
0.1,0.3,90,"TC",23.8267934456689
0.3,0.3,90,"TC",23.5643708898974
0.1,0.5,90,"TC",18.3098306410909
0.3,0.5,90,"TC",12.5386309739788
0.1,0.3,30,"TC",21.2906013979274
0.3,0.3,30,"TC",13.9398144719007
0.1,0.5,30,"TC",17.6289382751655
0.3,0.5,30,"TC",19.3428987616031
0.1,0.3,90,"TC",16.7999295780737
0.3,0.3,90,"TC",25.5937506962097
0.1,0.5,90,"TC",15.4853661525114
0.3,0.5,90,"TC",14.4537942664436
0.1,0.3,30,"TC",21.7530264563762
0.3,0.3,30,"TC",13.8982664516176
0.1,0.5,30,"TC",19.7702697363333
0.3,0.5,30,"TC",21.9060924589181
0.1,0.3,90,"TC",20.1345923346737
0.3,0.3,90,"TC",17.2994911804935
0.1,0.5,90,"TC",21.6897537617558
0.3,0.5,90,"TC",20.674775813214
0.1,0.3,30,"TC",14.6540650754387
0.3,0.3,30,"TC",17.0642323203695
0.1,0.5,30,"TC",21.2567081058758
0.3,0.5,30,"TC",12.9460738144816
0.1,0.3,90,"TC",21.5167167143707
0.3,0.3,90,"TC",19.6088610995471
0.1,0.5,90,"TC",16.2044386733891
0.3,0.5,90,"TC",14.5030269163537
0.1,0.3,30,"TC",21.7850539451384
0.3,0.3,30,"TC",20.0567016493967
0.1,0.5,30,"TC",19.1821461247202
0.3,0.5,30,"TC",14.2310143247331
0.1,0.3,90,"TC",16.8270816131133
0.3,0.3,90,"TC",25.6835477963239
0.1,0.5,90,"TC",19.2201217773215
0.3,0.5,90,"TC",18.0969595673181
0.1,0.3,30,"TC",15.1735677303773
0.3,0.3,30,"TC",13.9067094213726
0.1,0.5,30,"TC",18.9122552080121
0.3,0.5,30,"TC",16.8874474708725
0.1,0.3,90,"TC",24.2242578603848
0.3,0.3,90,"TC",18.9139827902566
0.1,0.5,90,"TC",13.1183463225743
0.3,0.5,90,"TC",15.2239397495126
0.1,0.3,30,"TC",18.2904335608343
0.3,0.3,30,"TC",19.2047591794051
0.1,0.5,30,"TC",23.522032091386
0.3,0.5,30,"TC",29.4265824402587
0.1,0.3,90,"TC",11.9309895456977
0.3,0.3,90,"TC",21.8823761450145
0.1,0.5,90,"TC",17.9204190579138
0.3,0.5,90,"TC",18.2297288183584
0.1,0.3,30,"TC",21.7420971251047
0.3,0.3,30,"TC",18.274412029216
0.1,0.5,30,"TC",20.3081103294178
0.3,0.5,30,"TC",24.7725472468236
0.1,0.3,90,"TC",20.689594539136
0.3,0.3,90,"TC",17.513579826215
0.1,0.5,90,"TC",16.6990208669768
0.3,0.5,90,"TC",23.3828841100113
0.1,0.3,30,"TC",21.9040927154449
0.3,0.3,30,"TC",23.0544527989491
0.1,0.5,30,"TC",20.2671242437345
0.3,0.5,30,"TC",15.2480482668431
0.1,0.3,90,"TC",23.1107882918404
0.3,0.3,90,"TC",18.7202141194015
0.1,0.5,90,"TC",11.2269753336646
0.3,0.5,90,"TC",21.50233687134
0.1,0.3,30,"TC",19.2737335808829
0.3,0.3,30,"TC",24.9702850033026
0.1,0.5,30,"TC",23.1405910056542
0.3,0.5,30,"TC",18.5211033230204
0.1,0.3,90,"TC",19.9692665458397
0.3,0.3,90,"TC",12.743342945254
0.1,0.5,90,"TC",21.3410736840961
0.3,0.5,90,"TC",19.9390468277779
0.1,0.3,30,"TC",21.5327673005876
0.3,0.3,30,"TC",23.8832349721207
0.1,0.5,30,"TC",15.8394066640887
0.3,0.5,30,"TC",19.2295969169773
0.1,0.3,90,"TC",22.5725130469065
0.3,0.3,90,"TC",16.9514350538575
0.1,0.5,90,"TC",14.0089503085868
0.3,0.5,90,"TC",15.091500986804
0.1,0.3,30,"TC",22.1946817789407
0.3,0.3,30,"TC",19.4828204482309
0.1,0.5,30,"TC",17.7346681175233
0.3,0.5,30,"TC",24.0698557925117
0.1,0.3,90,"TC",21.6860442737926
0.3,0.3,90,"TC",18.510732803653
0.1,0.5,90,"TC",14.6110733062453
0.3,0.5,90,"TC",14.4996624447759
0.1,0.3,30,"TC",15.6556558895955
0.3,0.3,30,"TC",19.1375046856112
0.1,0.5,30,"TC",19.0425620121351
0.3,0.5,30,"TC",16.1350889395785
0.1,0.3,90,"TC",22.2828968398083
0.3,0.3,90,"TC",24.4549828205009
0.1,0.5,90,"TC",16.2415805190335
0.3,0.5,90,"TC",18.2259186320099
0.1,0.3,30,"TC",19.5274105796357
0.3,0.3,30,"TC",21.1394704780333
0.1,0.5,30,"TC",17.8161749990825
0.3,0.5,30,"TC",21.0166472988997
0.1,0.3,90,"TC",15.4618159501232
0.3,0.3,90,"TC",21.0671380648528
0.1,0.5,90,"TC",16.1629391756534
0.3,0.5,90,"TC",19.2032487391803
0.1,0.3,30,"TC",21.5372050834778
0.3,0.3,30,"TC",19.2951855634608
0.1,0.5,30,"TC",21.3845237663533
0.3,0.5,30,"TC",21.5153357615435
0.1,0.3,90,"TC",20.9878500264249
0.3,0.3,90,"TC",22.2641843730113
0.1,0.5,90,"TC",19.4211805936085
0.3,0.5,90,"TC",16.8483905763305
0.1,0.3,30,"TC",18.1667124541851
0.3,0.3,30,"TC",16.6689101848719
0.1,0.5,30,"TC",22.3882498898791
0.3,0.5,30,"TC",19.8605619600524
0.1,0.3,90,"TC",21.9416080030773
0.3,0.3,90,"TC",13.4571802768448
0.1,0.5,90,"TC",17.1021350590857
0.3,0.5,90,"TC",14.8374486040756
0.1,0.3,30,"TC",24.2617649126816
0.3,0.3,30,"TC",12.4937762583836
0.1,0.5,30,"TC",23.3571278292607
0.3,0.5,30,"TC",19.7077048563841
0.1,0.3,90,"TC",19.0559066976785
0.3,0.3,90,"TC",17.627988282388
0.1,0.5,90,"TC",18.5011259795789
0.3,0.5,90,"TC",18.2397532822649
0.1,0.3,30,"TC",19.1442603940175
0.3,0.3,30,"TC",21.9920433110165
0.1,0.5,30,"TC",16.0747367276192
0.3,0.5,30,"TC",22.2126838471383
0.1,0.3,90,"TC",15.3884488004604
0.3,0.3,90,"TC",18.7301145601678
0.1,0.5,90,"TC",16.8728101951345
0.3,0.5,90,"TC",21.7697026194179
0.1,0.3,30,"TC",17.8876997407537
0.3,0.3,30,"TC",21.614570172007
0.1,0.5,30,"TC",15.4026889151274
0.3,0.5,30,"TC",17.628070746322
0.1,0.3,90,"TC",22.2924288522449
0.3,0.3,90,"TC",20.2701837025944
0.1,0.5,90,"TC",19.169471028341
0.3,0.5,90,"TC",17.5680422722567
0.1,0.3,30,"TC",16.4746582729791
0.3,0.3,30,"TC",22.0585609587721
0.1,0.5,30,"TC",14.9143679267641
0.3,0.5,30,"TC",18.7407321651676
0.1,0.3,90,"TC",17.8679636762336
0.3,0.3,90,"TC",18.7728096109768
0.1,0.5,90,"TC",17.0488813066884
0.3,0.5,90,"TC",11.7075598382438
0.1,0.3,30,"TC",16.5747442028576
0.3,0.3,30,"TC",17.8561546889626
0.1,0.5,30,"TC",18.5372320540351
0.3,0.5,30,"TC",19.793325272854
0.1,0.3,90,"TC",17.9611479221421
0.3,0.3,90,"TC",22.3018728663078
0.1,0.5,90,"TC",19.8282445738474
0.3,0.5,90,"TC",23.929215737585
0.1,0.3,30,"TC",22.1354560551549
0.3,0.3,30,"TC",20.8771064117293
0.1,0.5,30,"TC",19.6906361676083
0.3,0.5,30,"TC",13.7088624458636
0.1,0.3,90,"TC",21.6781315859483
0.3,0.3,90,"TC",19.4937864424836
0.1,0.5,90,"TC",17.7222722391696
0.3,0.5,90,"TC",13.2151778284727
0.1,0.3,30,"TC",20.182852980647
0.3,0.3,30,"TC",15.0776464468032
0.1,0.5,30,"TC",21.0505134481134
0.3,0.5,30,"TC",20.0004127455268
0.1,0.3,90,"TC",16.3607515645435
0.3,0.3,90,"TC",17.4499069543722
0.1,0.5,90,"TC",16.2261261007249
0.3,0.5,90,"TC",18.8071737153734
0.1,0.3,30,"TC",22.2014097534683
0.3,0.3,30,"TC",22.168986733515
0.1,0.5,30,"TC",19.389860372688
0.3,0.5,30,"TC",29.716019122229
0.1,0.3,90,"TC",14.1833052476533
0.3,0.3,90,"TC",23.8420592397136
0.1,0.5,90,"TC",20.6072662968832
0.3,0.5,90,"TC",18.0206330304429
0.1,0.3,30,"TC",22.7167324062213
0.3,0.3,30,"TC",21.1182567834222
0.1,0.5,30,"TC",20.7734951621153
0.3,0.5,30,"TC",18.1693184327475
0.1,0.3,90,"TC",26.8228716693308
0.3,0.3,90,"TC",21.3317272704578
0.1,0.5,90,"TC",16.3675462217554
0.3,0.5,90,"TC",18.5151992230313
0.1,0.3,30,"TC",17.3057912191713
0.3,0.3,30,"TC",22.0517741901601
0.1,0.5,30,"TC",19.6104792426032
0.3,0.5,30,"TC",16.7408350670841
0.1,0.3,90,"TC",22.8404142948105
0.3,0.3,90,"TC",20.4330414592293
0.1,0.5,90,"TC",14.7685657933379
0.3,0.5,90,"TC",11.8167806236199
0.1,0.3,30,"TC",22.2003126634464
0.3,0.3,30,"TC",23.3753082797873
0.1,0.5,30,"TC",20.8868535226634
0.3,0.5,30,"TC",15.0928807007365
0.1,0.3,90,"TC",18.9139181465737
0.3,0.3,90,"TC",17.1372999163019
0.1,0.5,90,"TC",17.7558429921353
0.3,0.5,90,"TC",19.6463195067545
0.1,0.3,30,"TC",18.2569256898742
0.3,0.3,30,"TC",18.5748777464353
0.1,0.5,30,"TC",18.1338611758094
0.3,0.5,30,"TC",20.0558967891664
0.1,0.3,90,"TC",24.4493425092862
0.3,0.3,90,"TC",20.4154075356652
0.1,0.5,90,"TC",19.9672226833847
0.3,0.5,90,"TC",24.5256631196336
0.1,0.3,30,"TC",26.4526972663622
0.3,0.3,30,"TC",19.384959707305
0.1,0.5,30,"TC",22.5146630725981
0.3,0.5,30,"TC",20.579904926034
0.1,0.3,90,"TC",17.3807882918445
0.3,0.3,90,"TC",22.5325299570091
0.1,0.5,90,"TC",15.4442026917905
0.3,0.5,90,"TC",14.5141180134485
0.1,0.3,30,"TC",23.0328952891489
0.3,0.3,30,"TC",18.382913711627
0.1,0.5,30,"TC",16.129195299398
0.3,0.5,30,"TC",26.5604009431744
0.1,0.3,90,"TC",24.8953919782472
0.3,0.3,90,"TC",18.9829839015376
0.1,0.5,90,"TC",22.0221564172814
0.3,0.5,90,"TC",12.1005313106029
0.1,0.3,30,"TC",25.0730293308042
0.3,0.3,30,"TC",21.9042666089964
0.1,0.5,30,"TC",20.8435951874605
0.3,0.5,30,"TC",24.2673232541466
0.1,0.3,90,"TC",21.2182311279198
0.3,0.3,90,"TC",21.7043040911243
0.1,0.5,90,"TC",17.3690219530783
0.3,0.5,90,"TC",15.8350378590037
0.1,0.3,30,"TC",19.6750020582558
