"Y","TSS","Size","Type"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
0,"C","S","APV"
0,"C","S","APV"
1,"C","S","APV"
